,Rating,Heading,Review,Product
57,3.0,Nice,picture quality is very good. monitor setting interface is very simple to use. but viewing angle is not great due to TN panel. you can't be able to see the picture from left or right angle. you have to sit straight in front of the screen in order to see the picture properly.,Monitor
58,5.0,Simply awesome,"Good quality monitor, worth for the money.",Monitor
59,5.0,Perfect product!,very good I like it very very very very very very very very very very much,Monitor
60,5.0,Super!,lg is always good,Monitor
61,5.0,Terrific,This LED is Amazing,Monitor
62,5.0,Simply awesome,Nice Quality,Monitor
63,5.0,Simply awesome,Got in very good condition and it has nice display.,Monitor
64,5.0,Just okay,"Nice, but screen Resolution is not good",Monitor
65,5.0,Excellent,"Very good product. On time delivery. Only accepts VGA also picture clarity is good. Worth for Rs. 5,299/-",Monitor
66,4.0,Really Nice,it good condition and it is a HD screen,Monitor
67,5.0,Fabulous!,"Good experience and viewing
Recomment to Home use",Monitor
68,1.0,Did not meet expectations,"led, but not an Ips display..so the visuals are inferior and looking very weired from all other angels. only straight angle is giving a better experience. so this display cannot be recommended for a professional work..Both L G and flipkart has disappointed...",Monitor
69,5.0,Great product,Supper,Monitor
70,3.0,Not great,Is it LED ??? Not great display,Monitor
71,5.0,Perfect product!,Good product thank you Flipkart,Monitor
72,4.0,Good choice,"good product with clear image.
i have used this for cctv camera receiver.",Monitor
73,4.0,Very Good,Good quality 👍👍,Monitor
74,5.0,Terrific purchase,Nice product. Good packaging. I m happy.,Monitor
75,3.0,Decent product,Good Condition,Monitor
76,5.0,Classy product,Nice product,Monitor
77,5.0,Mind-blowing purchase,Very good,Monitor
78,5.0,Just wow!,Very good products,Monitor
79,4.0,Pretty good,Best monitor low price thanks flipkart...☺️☺️☺️,Monitor
80,5.0,Awesome,Competent n satisfactory product at low price of 3700 onlu,Monitor
81,5.0,Terrific purchase,much easy to install and assemble the monitor and the clearity of monitor screen is superb.,Monitor
82,4.0,Really Nice,"I got this monitor at 4199rs...
picture quality is nice..
big adv response time only 5ms ..good for gaming
good behaviour by delivery man...
overall nice product ..
go for it if your budget is under 5000",Monitor
83,5.0,Worth every penny,nice value for money,Monitor
84,4.0,Pretty good,good,Monitor
85,4.0,Worth the money,go for it nice product...,Monitor
86,4.0,Worth the money,good one but bill was not provided in box,Monitor
87,5.0,Terrific purchase,"I brought in offer for Rs 4,299 . very satisfied with the product.",Monitor
88,1.0,Hated it!,"instead of led, LCD was supplied to me",Monitor
89,5.0,Highly recommended,the product is superb thanks to flipkart,Monitor
90,3.0,Decent product,Good product.,Monitor
91,5.0,Awesome,Nice product thanks flipkart,Monitor
92,5.0,Must buy!,Nice monitor full HD LG is best brand go for it,Monitor
93,5.0,Perfect product!,Picture quality is verry good....nd fast delivery...best service...,Monitor
94,5.0,Classy product,It really suits my...Mac mini...love the clarity...,Monitor
95,5.0,Worth every penny,Wonderful,Monitor
96,1.0,Horrible,"worest exefeerence, service also",Monitor
97,5.0,Classy product,So nice before delevary date 4days,Monitor
98,1.0,Don't waste your money,not good peodu1,Monitor
99,1.0,Useless product,Monitor not working. Defective product.,Monitor
100,5.0,Perfect product!,Best Products,Monitor
101,4.0,Good choice,Not Bad,Monitor
102,4.0,Very Good,You guys should add hdmi port too 😪 it's a good monitor but ... Nooooo HDMI port,Monitor
103,5.0,Wonderful,Very veryGood products,Monitor
104,5.0,Perfect product!,Good product 👍😅😂😂,Monitor
105,5.0,Fabulous!,Good,Monitor
106,5.0,Simply awesome,Best monitor 👍,Monitor
107,5.0,Classy product,good prodect,Monitor
108,4.0,Worth the money,"Very nice screen.
Thanks a lot Flipkart",Monitor
109,4.0,Good choice,Nice one at reasonable price.,Monitor
110,3.0,Good,Picture quality is so better,Monitor
111,5.0,Best in the market!,good,Monitor
112,5.0,Classy product,Very good product&very chip,Monitor
113,4.0,Worth the money,Good One,Monitor
114,5.0,Terrific,Very good product,Monitor
115,4.0,Good choice,Its all functional no faltu loads of accessories. Excellent product with no complications.,Monitor
116,5.0,Classy product,Good quality product,Monitor
117,5.0,Just wow!,Nice product,Monitor
118,5.0,Great product,Good,Monitor
119,3.0,Just okay,Screen has having granes Worth for money that's all,Monitor
120,5.0,Brilliant,Nice,Monitor
121,4.0,Wonderful,Good quality,Monitor
122,1.0,Don't waste your money,Lg service is very much bad. Not respond properly. I have a bitter experience .,Monitor
123,5.0,Worth every penny,Great product,Monitor
124,5.0,Worth every penny,Very good product,Monitor
125,5.0,Simply awesome,Really it is great product and in this range it is just awesome 👌🏻👌🏻. I would like to thnx LG for developing this awesome product and then thnx to flpkt👌🏼👌🏼😄😄😄,Monitor
126,4.0,Very Good,Good prodect,Monitor
127,5.0,Must buy!,very good,Monitor
128,1.0,Worthless,No cliyarity,Monitor
129,5.0,Mind-blowing purchase,Wow,Monitor
130,5.0,Wonderful,"I'm Happy with this device it's
Good😛 👌👍",Monitor
131,5.0,Brilliant,Awesome products... Loved it..,Monitor
132,4.0,Pretty good,Good prduct but very small,Monitor
133,5.0,Excellent,Superb,Monitor
134,5.0,Best in the market!,LG,Monitor
135,1.0,Terrible product,"money west
Very baid product",Monitor
136,5.0,Wonderful,"I have bought 4 monitors for my coaching, it is completely value for money
Best computer education",Monitor
137,2.0,Slightly disappointed,Waste of money,Monitor
138,5.0,Super!,Nice 👍,Monitor
139,5.0,Perfect product!,genuine product... works very well since 2 months... vry mch happy wd d purchase,Monitor
140,5.0,Highly recommended,Nice product,Monitor
141,5.0,Just wow!,Awesome,Monitor
142,5.0,Terrific purchase,It very Nice quality monitor value for money. Overall monitor is very great best quality of video. In this prize it is very good monitor,Monitor
143,5.0,Fabulous!,Nice product,Monitor
144,5.0,Simply awesome,best,Monitor
145,4.0,Good quality product,Best,Monitor
146,4.0,Worth the money,Ek no,Monitor
147,4.0,Worth the money,Product was delivered little late but overAll it is ok.,Monitor
148,5.0,Just wow!,best in the price range !! awesome,Monitor
149,5.0,Highly recommended,"Very good and nice product.... just awesome, picture quality is very nice..",Monitor
150,4.0,Wonderful,Good product no issues,Monitor
151,5.0,Just wow!,Good,Monitor
152,1.0,Absolute rubbish!,Retren item,Monitor
153,5.0,Super!,good quality display,Monitor
154,5.0,Best in the market!,"Awesome monitor ,
Nice features inbuilt",Monitor
155,4.0,Worth the money,very good product,Monitor
156,5.0,Mind-blowing purchase,Delivery guy was so kind and product is also mind blowing,Monitor
157,4.0,Delightful,value for money,Monitor
158,5.0,Classy product,Good,Monitor
159,4.0,Good choice,Good overall good product,Monitor
160,5.0,Worth every penny,Excellent LED monitor for home use...,Monitor
161,5.0,Fabulous!,Best quality,Monitor
162,5.0,Terrific,I'm very satisfied with this product and using it for year now. Working perfectly,Monitor
163,5.0,Highly recommended,"Simply Superb product,got if for Rs. 3555+698SC on BB-2020.
Working as expected. Nice build Quality.
Happy with the Product and ontime Quick delivery.",Monitor
164,5.0,Awesome,Super product and packing was amazing value for money must by but not given,Monitor
165,5.0,Just wow!,Perfect,Monitor
166,2.0,Bad quality,Screen quality very bad,Monitor
167,5.0,Awesome,Excellent flipcart,Monitor
168,5.0,Awesome,Nice product,Monitor
169,1.0,Worst experience ever!,Quality is bad,Monitor
170,5.0,Brilliant,Showing good performances,Monitor
171,5.0,Super!,Excellent product. and color saturation is greate.,Monitor
172,1.0,Hated it!,Bad,Monitor
173,5.0,Worth every penny,Super product.,Monitor
174,5.0,Must buy!,Descripton good,Monitor
175,5.0,Highly recommended,Nice👍,Monitor
176,5.0,Trust this review,"Great monitor at this price segment.
better than any other company.
trust me you will be amazed while using it",Monitor
177,4.0,Wonderful,"Product is good, anyone can buy, thanks to flipcart.",Monitor
178,5.0,Great product,Super packing and good product,Monitor
179,4.0,Delightful,Good,Monitor
180,5.0,Wonderful,I am giving the review after use of few days..Satisfied with the product.,Monitor
181,5.0,Perfect product!,Best product,Monitor
182,5.0,Must buy!,Nice product & fast shipping product,Monitor
183,5.0,Mind-blowing purchase,Fine,Monitor
184,4.0,Worth the money,Good product,Monitor
185,5.0,Classy product,Nice Product,Monitor
186,5.0,Perfect product!,"It has only VGA port, but at this prize it is best. I am using it since 1 year and it's doing it's job very well.",Monitor
187,5.0,Terrific,Good,Monitor
188,4.0,Worth the money,very good product......i happy,Monitor
189,5.0,Classy product,Rufund,Monitor
190,5.0,Terrific,Really a good product,Monitor
191,4.0,Good quality product,Nice,Monitor
192,5.0,Classy product,Nice,Monitor
193,5.0,Wonderful,Thanks flipcart,Monitor
194,5.0,Must buy!,Good,Monitor
195,5.0,Just wow!,Good products,Monitor
196,5.0,Just wow!,After one month use.....good,Monitor
197,5.0,Simply awesome,It is awesome quality product twice fall down still doesn't happen anything,Monitor
198,5.0,Brilliant,Very good product,Monitor
199,5.0,Wonderful,excellent product..,Monitor
200,5.0,Great product,Soper product,Monitor
201,5.0,Must buy!,Very good product.,Monitor
202,5.0,Best in the market!,Super,Monitor
203,5.0,Awesome,Thank you flipkart for quick delivery..I am happy with you,Monitor
204,4.0,Value-for-money,Nice picture quality. But built quality is not optimum. The power adopter is loosely fitting in wall mounted plug points...,Monitor
205,3.0,Nice,Not so good & white lines showing on screen,Monitor
206,4.0,Nice product,The product is nicely running till now.,Monitor
207,5.0,Mind-blowing purchase,Excellent work🙏🙏🙏🙏,Monitor
208,4.0,Delightful,Good,Monitor
209,5.0,Terrific purchase,Good,Monitor
210,5.0,Excellent,Very nice,Monitor
211,5.0,Classy product,Nice quality,Monitor
212,4.0,Wonderful,Screen quality is good . Great contrast and color,Monitor
213,5.0,Mind-blowing purchase,Very good product as per cost,Monitor
214,4.0,Nice product,good,Monitor
215,5.0,Just wow!,Moniter is to good,Monitor
216,5.0,Fabulous!,"I got excellent monitor with good conditions in average price


Thanks to flipkart to gave me this brilliant product",Monitor
217,5.0,Terrific,Very Good..... I satisfied,Monitor
218,5.0,Wonderful,Good one,Monitor
219,4.0,Good choice,Worth for money. Best one,Monitor
220,5.0,Just wow!,Good,Monitor
221,4.0,Worth the money,"Its good as its mentioned in product description.
LG maintains its quality.
But latest models are there coming with hdmi and inbuilt speakers.
If you have low budget but wanna go for quality you can choose this.",Monitor
222,4.0,Value-for-money,Nice but it could be more better.,Monitor
223,5.0,Super!,Original product....,Monitor
224,1.0,Worst experience ever!,After one month problem was started,Monitor
225,3.0,Decent product,Nice,Monitor
226,5.0,Classy product,Very good,Monitor
227,4.0,Delightful,"Awesome LG
Thanks Flipkart",Monitor
228,5.0,Worth every penny,This monitor is a very good monitor but he is small don't 18.5 inch he is 13.5 inch,Monitor
229,5.0,Terrific purchase,"Best in class, way cheaper then market",Monitor
230,5.0,Worth every penny,Good products,Monitor
231,5.0,Mind-blowing purchase,Awasome,Monitor
232,4.0,Worth the money,Well packaged & working fine.,Monitor
233,5.0,Awesome,Nice product,Monitor
234,5.0,Awesome,Excellent !,Monitor
235,5.0,Fabulous!,calatri is nice,Monitor
236,5.0,Highly recommended,good quality,Monitor
237,5.0,Just wow!,nice product,Monitor
238,5.0,Mind-blowing purchase,thanks team Flipkart,Monitor
239,5.0,Great product,nisc,Monitor
240,5.0,Awesome,Good purchase !!!,Monitor
241,5.0,Wonderful,very good product,Monitor
242,4.0,Worth the money,cost wise ok...,Monitor
243,4.0,Pretty good,awesome product at such price...working perfectly,Monitor
244,4.0,Worth the money,good product,Monitor
245,3.0,Does the job,good tv,Monitor
246,5.0,Just wow!,nice... good display..,Monitor
247,5.0,Awesome,Excellent,Monitor
248,5.0,Best in the market!,eyes cerry product,Monitor
249,5.0,Brilliant,Good quality,Monitor
250,5.0,Best in the market!,outstanding monitor,Monitor
251,5.0,Super!,GOod pRoduct...wortH of single peNny,Monitor
252,5.0,Fabulous!,good,Monitor
253,5.0,Awesome,"best service of flipkart price

thanks flipkart",Monitor
254,5.0,Just wow!,OK CONDITION,Monitor
255,4.0,Value-for-money,The monitor is working well and the viewing angle of this particular model is really good and the colors are a little above average.Happy with this,Monitor
256,5.0,Mind-blowing purchase,GooD,Monitor
257,5.0,Simply awesome,"Good to use.

Clear Image.",Monitor
258,5.0,Best in the market!,nice,Monitor
259,5.0,Terrific purchase,this product is very nice .the most coolers fully screen very good performance . thanks to flipcart,Monitor
260,5.0,Wonderful,Quality product within the range. Picture quality is also good.,Monitor
261,5.0,Best in the market!,nice product,Monitor
262,5.0,Wonderful,brilliant monitor,Monitor
263,5.0,Fabulous!,Quality,Monitor
264,5.0,Must buy!,good,Monitor
265,5.0,Awesome,Awesome display quality.,Monitor
266,1.0,Utterly Disappointed,very bad,Monitor
267,4.0,Value-for-money,Good,Monitor
268,4.0,Good quality product,"good monitor watching youtube & work in ms office and daily use. Not buy for editing production,color grading , graphic designing",Monitor
269,5.0,Fabulous!,one of the best screen HD of LG nice. Thanks flipkart for giving this of Rs.4100/-Only.,Monitor
270,5.0,Super!,price is a little bit high but the monitor is awesome,Monitor
271,5.0,Awesome,nice procuct,Monitor
272,5.0,Awesome,superb,Monitor
273,3.0,Fair,good but I can't get cd why,Monitor
274,5.0,Highly recommended,nice monitor,Monitor
275,1.0,Worthless,this product no remote,Monitor
276,1.0,Not recommended at all,ok,Monitor
277,5.0,Highly recommended,nice product.,Monitor
278,3.0,Fair,Viewing angel problem...,Monitor
279,4.0,Value-for-money,go for it,Monitor
280,4.0,Good quality product,Value for money. Really a nice Desktop for any PC with a big screen in a small amount. LG you rocks. Reliable quality I can say.,Monitor
281,4.0,Nice product,good,Monitor
282,3.0,Fair,very good,Monitor
283,5.0,Awesome,Thankyou,Monitor
284,4.0,Very Good,good one,Monitor
285,4.0,Worth the money,Good quality,Monitor
286,5.0,Brilliant,nice picture quality and low price,Monitor
287,5.0,Classy product,nice products,Monitor
288,5.0,Perfect product!,"clarity is good and well, designed",Monitor
289,5.0,Great product,"Excellent product, no need of second thought to anyone to purchase this product.",Monitor
290,5.0,Terrific purchase,Good,Monitor
291,4.0,Very Good,wonderfull,Monitor
292,5.0,Highly recommended,good,Monitor
293,5.0,Highly recommended,"Working Good
received expected product
working fine after one year",Monitor
294,4.0,Very Good,good,Monitor
295,4.0,Really Nice,good & orginal product,Monitor
296,5.0,Awesome,Nice product,Monitor
297,5.0,Highly recommended,supeer very economy and low electricity running,Monitor
298,4.0,Good quality product,very good product on this prize go for it,Monitor
299,5.0,Highly recommended,Best Price...and low price...Nice monitor...Very fast delivery...and picture quality is awesome...thanks for give a low price and nice monitor...thanks flipkart,Monitor
300,4.0,Good quality product,Good clarity.,Monitor
301,3.0,Fair,good product,Monitor
302,5.0,Classy product,..Good,Monitor
303,5.0,Excellent,v.Good,Monitor
304,5.0,Terrific,it is nice product but big border this monitor,Monitor
305,5.0,Classy product,super,Monitor
306,4.0,Value-for-money,Good,Monitor
307,3.0,Just okay,Good one,Monitor
308,5.0,Fabulous!,LG 18.5 inches HD LED Monitor super,Monitor
309,4.0,Good choice,super,Monitor
310,4.0,Wonderful,it's not a led,Monitor
311,5.0,Simply awesome,good,Monitor
312,5.0,Terrific,very good product in rs.3515,Monitor
313,4.0,Wonderful,good quality,Monitor
314,3.0,Fair,Pure black is missing dell is better in viewing angle.hardware is better with adapter.,Monitor
315,5.0,Great product,At this Value for money... Fantastic... I'm happy.,Monitor
316,5.0,Mind-blowing purchase,good,Monitor
317,3.0,Nice,Screen Quality not good,Monitor
318,5.0,Terrific purchase,good,Monitor
319,4.0,Value-for-money,good one,Monitor
320,2.0,Not good,Below Avg model and quality.,Monitor
321,4.0,Worth the money,Nice Products and display quality good,Monitor
322,5.0,Terrific,as expected,Monitor
323,1.0,Horrible,Waste of Money Display Quality is Not satisfactory,Monitor
324,4.0,Good choice,best product,Monitor
325,5.0,Perfect product!,Very good,Monitor
326,4.0,Really Nice,It's average monitor at this price,Monitor
327,5.0,Brilliant,just wao product,Monitor
328,5.0,Highly recommended,nice,Monitor
329,5.0,Awesome,nice,Monitor
330,4.0,Delightful,nice,Monitor
331,5.0,Excellent,nice,Monitor
332,3.0,Decent product,good,Monitor
333,5.0,Worth every penny,Best purchased by Flipkart. Full hd resolution. No tilt display. Awesome viewing from all angles.,Monitor
334,5.0,Terrific purchase,fantastic performance,Monitor
335,5.0,Brilliant,Good,Monitor
336,5.0,Simply awesome,good product,Monitor
337,5.0,Great buy,Nice product.,Monitor
338,5.0,Just wow!,Best quality and best price I'm fully satisfied,Monitor
339,5.0,Brilliant,nice,Monitor
340,1.0,Worthless,Not satisfactory,Monitor
341,5.0,Awesome,best quality,Monitor
342,5.0,Perfect product!,Good Product,Monitor
343,4.0,Very Good,Excellent...,Monitor
344,5.0,Fabulous!,excellent product in budget,Monitor
345,3.0,Decent product,gud one,Monitor
346,5.0,Best in the market!,Good to use.,Monitor
347,4.0,Good quality product,It's a best product.,Monitor
348,5.0,Best in the market!,Good,Monitor
349,5.0,Awesome,Best price only at flipkart,Monitor
350,4.0,Pretty good,very good,Monitor
351,5.0,Highly recommended,viewing angle is good.. I purchased for CCTV purpose.. for me it's good product.. happy purchase..,Monitor
352,5.0,Great product,A1 quality,Monitor
353,5.0,Mind-blowing purchase,awesome,Monitor
354,5.0,Worth every penny,nice for my work,Monitor
355,4.0,Delightful,Good,Monitor
356,2.0,Not good,Not satisfied this purchase,Monitor
357,5.0,Great product,Wow ......,Monitor
358,5.0,Fabulous!,great,Monitor
359,3.0,Just okay,Not compatible with HD cctv cameras,Monitor
360,5.0,Classy product,very good,Monitor
361,5.0,Worth every penny,nice,Monitor
362,5.0,Terrific,it's better than I thought!,Monitor
363,2.0,Moderate,ok,Monitor
364,5.0,Fabulous!,Nice Picture Quality. HD LED Truly Nice,Monitor
365,4.0,Delightful,Good,Monitor
366,5.0,Wonderful,"best led monitor in budget
packing is also good and safe
best for using in computer and in CCTV view",Monitor
367,5.0,Best in the market!,Fine,Monitor
368,5.0,Mind-blowing purchase,good,Monitor
369,5.0,Brilliant,Good,Monitor
370,5.0,Awesome,nice product,Monitor
371,5.0,Highly recommended,excellent product..,Monitor
372,4.0,Value-for-money,good,Monitor
373,4.0,Worth the money,nice for display,Monitor
374,4.0,Very Good,it's not LED. LCD monitor,Monitor
375,5.0,Mind-blowing purchase,very nice product,Monitor
376,5.0,Terrific purchase,god,Monitor
377,5.0,Fabulous!,"well packed . Easy to install.
clear picture.
smart and good looking",Monitor
378,4.0,Good choice,Nice product,Monitor
379,5.0,Awesome,Super thank you flipcart,Monitor
380,4.0,Good quality product,"monitor quality is very good ..but seems to be lcd.

don't buy Thomson TV ...worst customer care...even Flipkart is not supporting",Monitor
381,1.0,Worst experience ever!,don't buy this totally disgusting,Monitor
382,5.0,Super!,Nice product,Monitor
383,5.0,Just wow!,"Nice monitor, value for money",Monitor
384,5.0,Wonderful,Working good,Monitor
385,4.0,Worth the money,good quality,Monitor
386,5.0,Awesome,Its a nice product,Monitor
387,5.0,Perfect product!,ok,Monitor
388,3.0,Just okay,good,Monitor
389,5.0,Perfect product!,Good Product at Great Price,Monitor
390,5.0,Must buy!,good product,Monitor
391,4.0,Value-for-money,display sharp good product,Monitor
392,4.0,Value-for-money,good.,Monitor
393,5.0,Great product,Good quality monitor & express courier service,Monitor
394,5.0,Mind-blowing purchase,Works good.,Monitor
395,1.0,Horrible,very bad,Monitor
396,4.0,Very Good,Good,Monitor
397,5.0,Best in the market!,Nice product...thank you flipkart for the quick supply,Monitor
398,5.0,Classy product,when working for long time in front of this monitor I never feel any problem in my eyes. Its auto balance of brightness and contrast gives you good feeling for your eyes.,Monitor
399,3.0,Nice,"not bad, but the image seeing from the side not good",Monitor
400,5.0,Simply awesome,Xlent product,Monitor
401,5.0,Awesome,super,Monitor
402,5.0,Brilliant,nice product for a lesser price,Monitor
403,5.0,Perfect product!,Nice Sarvish,Monitor
404,4.0,Really Nice,wonderful product n delivery...thank u flpkrt team,Monitor
405,5.0,Must buy!,Very satisfied.,Monitor
406,5.0,Mind-blowing purchase,Good quality at good prices... Lg rocks,Monitor
407,4.0,Good choice,great buy,Monitor
408,3.0,Decent product,display quilty not good,Monitor
409,5.0,Must buy!,Super product,Monitor
410,4.0,Pretty good,NYC product....good clarity,Monitor
411,5.0,Just wow!,value of money,Monitor
412,4.0,Good quality product,good product,Monitor
413,5.0,Worth every penny,best,Monitor
414,5.0,Best in the market!,"Good product , But colour is dim",Monitor
415,5.0,Awesome,v.good,Monitor
416,5.0,Just wow!,good,Monitor
417,5.0,Brilliant,good quality product,Monitor
418,4.0,Good choice,good products,Monitor
419,5.0,Excellent,"nice display crisp color
good for office use",Monitor
420,4.0,Wonderful,it's good,Monitor
421,4.0,Really Nice,good,Monitor
422,4.0,Good quality product,nice 👍,Monitor
423,5.0,Super!,very nice product...,Monitor
424,5.0,Highly recommended,product is good ana delivery verry fast,Monitor
425,3.0,Nice,Good monitor,Monitor
426,5.0,Wonderful,Awesome product........,Monitor
427,5.0,Classy product,Very good monitor.. Only con is there is no hdmi port.. Got at the Very best price,Monitor
428,3.0,Good,good,Monitor
429,4.0,Good choice,Nice,Monitor
430,4.0,Nice product,very good product in low price. I am satisfied with this product and also thanks to flipkart delivery service.,Monitor
431,4.0,Pretty good,"awesome screen, look, display",Monitor
432,5.0,Terrific,perfect size nice picture quality love it thanku flipcart,Monitor
433,4.0,Really Nice,Best in this range,Monitor
434,5.0,Fabulous!,good,Monitor
435,4.0,Wonderful,Good product in this price,Monitor
436,5.0,Terrific purchase,Good,Monitor
437,4.0,Nice product,good product,Monitor
438,5.0,Great product,Excellent,Monitor
439,3.0,Just okay,good product,Monitor
440,5.0,Worth every penny,"NICE at its Cost Lovey Product From LG.
brand Of Trust",Monitor
441,5.0,Fabulous!,work property,Monitor
442,4.0,Pretty good,ok,Monitor
443,5.0,Great product,best,Monitor
444,5.0,Great product,nice,Monitor
445,5.0,Worth every penny,nice monitor,Monitor
446,5.0,Best in the market!,best hd monitor full hd and high quality I'm satisfied lg service,Monitor
447,5.0,Awesome,"really awesome product
cheap price
I bought it at 4,599
amazing display resolution 👍
grab the deal",Monitor
448,5.0,Best in the market!,grt at 4499,Monitor
449,4.0,Worth the money,Nice,Monitor
450,5.0,Worth every penny,nice,Monitor
451,5.0,Mind-blowing purchase,Good Monitor .,Monitor
452,5.0,Must buy!,Worth for this price range,Monitor
453,5.0,Simply awesome,good,Monitor
454,5.0,Classy product,good product,Monitor
455,5.0,Best in the market!,super monitor I like it,Monitor
456,4.0,Good choice,good for all,Monitor
457,4.0,Value-for-money,Awesome,Monitor
458,5.0,Awesome,Best Product...,Monitor
459,5.0,Must buy!,worth for money,Monitor
460,5.0,Must buy!,"Great Product, Purchased at RS 3648. Very Happy with the product.",Monitor
