,Rating,Heading,Review,Product
191,1.0,Absolute rubbish!,Bad product bcz this product's ink can not refill.,Printer
192,3.0,Fair,"Printer is OK but there is problem to find the cartridge and it is expensive... Over all great for home use you can copy, scan and print from single device.",Printer
193,3.0,Decent product,Nice product in low price,Printer
194,4.0,Very Good,A low cost and well efficient scanner-printer. But the rate of the color packages are too high.,Printer
195,1.0,Unsatisfactory,Ok ok product,Printer
196,4.0,Value of money,"The printer is fabulous. The printing quality is also good and the features are better than any other multifunctional printer. I get this printer at Rs. 1999/- and the MRP is Rs. 4325/-. The power cord is also long.

* But one negative side of the printer is that, the company gives only 1 mtr. length USB cable.",Printer
197,3.0,Good,Packing was very poor and I got old box so please improve it and other thing printer is very good,Printer
198,4.0,Fabulous!,Very goog,Printer
199,2.0,Expected a better product,Very bad item.....,Printer
200,3.0,Just okay,Product is good but this printer does not support mobile printing through otg and it takes 14 days to deliver.,Printer
201,4.0,Nice product,Good.,Printer
202,2.0,Slightly disappointed,Printing cost is too high,Printer
203,5.0,Simply awesome,ok good print out,Printer
204,2.0,Moderate,"It is not good. Please don't perched, it is only money wasting. To much costly. And older technology.",Printer
205,5.0,Worth every penny,"Wowww
Very good printer.",Printer
206,1.0,Unsatisfactory,Bad product waste of money,Printer
207,1.0,Waste of money!,it is not working,Printer
208,3.0,Just okay,Item is good but delivery is very very late,Printer
209,1.0,Waste of money!,Waste printer,Printer
210,2.0,Bad quality,bad choice,Printer
211,5.0,Terrific,cartridge expensive,Printer
212,3.0,Good,Nice printer,Printer
213,1.0,Worst experience ever!,Wrost,Printer
214,1.0,Not recommended at all,Ink problem leack cartige,Printer
215,4.0,Good quality product,Lucky last minute buy. I am satisfied.,Printer
216,5.0,Simply awesome,Its really good,Printer
217,5.0,Best in the market!,excellent....,Printer
218,5.0,Mind-blowing purchase,Sooo good,Printer
219,2.0,Could be way better,NOT SO GOOD......,Printer
220,1.0,Worst experience ever!,Cartriged cost is more than printer,Printer
221,5.0,Classy product,not good,Printer
222,4.0,Very Good,It's good but cartridge is small it is very less,Printer
223,5.0,Great product,"nice product,thnks flipcurt",Printer
224,1.0,Don't waste your money,Nice but delivery time is too long,Printer
225,5.0,Best in the market!,most valuable product,Printer
226,2.0,i want to return this printer,"the ink in this is very less and the parts are breaking easily
iam not satisfied with it I WANT TO EXCHANGE OR RETURN",Printer
227,3.0,Fair,"it is not working
not scaninig any document",Printer
228,2.0,Moderate,I want return my order,Printer
229,4.0,Grab It :),"firstly the bad things:

* when you switch it on it makes irritating sound.
* for those who are saying it can not scan thick items and if we do so it makes blackish stains at the edges , let me tell you it is not true. I scanned 1cm thick photo frame and the scanning was very clear. all you have to do is crop the desired area .

It will make blackish/ grey spots only when the scanning document is larger than A4 size/printer's scanning area...

Now the good ones:

* economically cheap cartridg...
READ MORE",Printer
230,5.0,Just wow!,Very very very good,Printer
231,5.0,Fabulous!,Very good and strong product,Printer
232,1.0,Did not meet expectations,"Printer is not working, not go this product.",Printer
233,1.0,Did not meet expectations,Not working xerox west images golaty poor,Printer
234,2.0,Not good,Just avarage Canon printer 🖨️,Printer
235,5.0,Brilliant,it's very good 😊👍👌,Printer
236,3.0,Good,Inkjet not print 100 page,Printer
237,2.0,Could be way better,"Not working properly, only waste of money",Printer
238,5.0,Awesome,Is a batter print,Printer
239,1.0,Unsatisfactory,Not a good product because it's ink most costly,Printer
240,1.0,Worst experience ever!,very bad. Only money West,Printer
241,2.0,Moderate,This product is not success,Printer
242,5.0,Classy product,Worst quality,Printer
243,2.0,Bad quality,ONLY 15 PAGE PRINTED AND BLACK INK FINISHED .,Printer
244,4.0,Good quality product,Printing quality is not too clear to praise. Paper tray(input) seems to be slightly jammy but operates flawless when bundled with at least ten pages at a time. Cost effective for home purpose or school projects.,Printer
245,3.0,Nice,average,Printer
246,5.0,Excellent,Very good prodect,Printer
247,2.0,Could be way better,slow but working good,Printer
248,5.0,Highly recommended,Best,Printer
249,5.0,Awesome,Can buy,Printer
250,5.0,Terrific,Nice One and easy to handle,Printer
251,4.0,Value-for-money,Worthy,Printer
252,1.0,Unsatisfactory,"No use to buy,
Please do not buy no worth",Printer
253,5.0,Must buy!,My first printer. Nice,Printer
254,5.0,Worth every penny,Low price ...awsm,Printer
255,4.0,Nice product,"Good printer at this price
I'm satisfied with this product
Printing speed is good
Nice packaging",Printer
256,2.0,Moderate,black ink no,Printer
257,5.0,Five Stars,I love it...,Printer
258,4.0,Good quality product,Print quality is nice. Slow printing. Great value for money. Good printer at such a low price.,Printer
259,1.0,Worthless,Seal is broken bad product,Printer
260,2.0,Not good,Good but ink is going fast,Printer
261,5.0,Great product,It's really good . Must buy,Printer
262,1.0,Waste of money!,Very bad. I scanner is not work properly,Printer
263,1.0,Utterly Disappointed,Too small amount of ink in cartridge,Printer
264,3.0,Good,ink price very high,Printer
265,1.0,Hated it!,Pinter is a faltu,Printer
266,1.0,Absolute rubbish!,not interesting,Printer
267,2.0,Moderate,not suitable for business purpose. it will not print complete document,Printer
268,5.0,Terrific purchase,Grate,Printer
269,5.0,worked well in low price,easy to handle,Printer
270,1.0,Waste of money!,Worst printer ever,Printer
271,1.0,Unsatisfactory,Ghatiya product,Printer
272,5.0,Best in the market!,Homely uses only,Printer
273,1.0,Waste of money!,Very noisy and expansive cartridge ...,Printer
274,2.0,Moderate,not satisfied,Printer
275,4.0,Wonderful,"Good product best printer.....
Easy to setup and use....
Loved it very much..",Printer
276,4.0,Very Good,Nice print,Printer
277,4.0,Good choice,thanks,Printer
278,5.0,Best in the market!,Nice .. working super,Printer
279,3.0,Fair,Overall good...but loud sound while printing,Printer
280,3.0,Decent product,"Roughly,, not very good bcz catriged not so good..ink price very high..",Printer
281,4.0,Nice product,Print quality is not up to the mark but in this price it is ok,Printer
282,4.0,NIce product..........,"Print quality is OK.......
Cartridges drain faster than the speed of light..........
But you can go for refills.... which also gives quite good results",Printer
283,1.0,Very poor,"Bad printing 👎
Waste of money",Printer
284,1.0,Worthless,Really unexpected product wast of money,Printer
285,1.0,Horrible,Dont purchase this printer,Printer
286,1.0,Waste of money!,This ink use for only 50 paper.....and don't buy this product,Printer
287,5.0,Wonderful,Great printer,Printer
288,1.0,Waste of money!,It's too bad,Printer
289,5.0,Must buy!,good for casual printings,Printer
290,5.0,Perfect product!,this printer is awsome,Printer
291,1.0,Review,Worst printer ever seen please do not buy it waste of money,Printer
292,4.0,Excellent printer but ...,"First of all, hats off to flipkart for delivering the printer 5 days before the expected date. So, no complaints about that.

About printer, it looks stylish. It is very compact. Looks great in white color. This is my first printer and I bought it for home use. It serves the purpose very well. The installation is very easy. It works like charm. The hp software is very idiotic. It says connect the printer, even after taking prints from Microsoft Word, scanning from the 'Devices and Printers' o...
READ MORE",Printer
293,1.0,Utterly Disappointed,Bery bad do not buy it cartidge is very costly,Printer
294,1.0,Utterly Disappointed,Bad products,Printer
295,1.0,Very poor,Ink not proper,Printer
296,5.0,Worth every penny,Value of money,Printer
297,5.0,Super!,Good product nice,Printer
298,3.0,Does the job,Quite simply,Printer
299,5.0,Perfect product!,Good price good piece,Printer
300,5.0,Wonderful,This product is soo good,Printer
301,5.0,Great product,Very good product 😊,Printer
302,4.0,Worth the money,"this printer is good for personal use ,the print quality is better
good for if you print sometime",Printer
303,1.0,Worst experience ever!,Very bed,Printer
304,1.0,Very poor,Bakabas money west,Printer
305,1.0,Very cheap price but supports onlu A4 page,This printer can not pirnt photographes like 4×6 inches photos,Printer
306,1.0,Useless product,Product is not working within 10 Days,Printer
307,5.0,Best in the market!,Good and good,Printer
308,5.0,Worth every penny,"Nice product
Satisfied",Printer
309,3.0,ONLY 3 YRS LIFE,AFTER USING IT AFTER 3 1/2 YRS .... ITS NOT WORKING AT ALL EVEN IF SERVICE ENGINIER VISITED TWICE ....NEED TO REPLACE ... LIFE IS ONLY 3 YRS ...,Printer
310,4.0,Good quality product,it's nice... all in one at this price.. recommend totally,Printer
311,4.0,Good quality product,good product but printing speed is slow.,Printer
312,1.0,Very poor,This product is really very bad very much damaged product,Printer
313,5.0,Great product,Good quality.,Printer
314,5.0,Best in the market!,osm delivery time,Printer
315,1.0,Hated it!,This item is totally rough,Printer
316,1.0,Absolute rubbish!,"This printer is waste of money.
Pls dont buy this printer",Printer
317,4.0,Good and cheap,I just wanted to print documents once in a while. Not a heavy user so it is good for me. It is light weight print quality is also good. Works fine with macbook. Colour is also good and presentable on any desk. If you are a heavy user or need it for professional prints maybe go for higher end models. Wish it was wireless but cant complain much at the price.,Printer
318,5.0,Super!,very very nice product,Printer
319,4.0,Pixma 2470,Very good one. Value for money. Scanner is the best amongst all 3,Printer
320,4.0,Really Nice,Excellent product with low cost and power saving device,Printer
321,3.0,Nice,"You are don, t waste your money,

Bad image quality",Printer
322,4.0,Pretty good,This good printer but ink cartridges or colour printing aslo good.,Printer
323,5.0,Terrific,Exlent product,Printer
324,1.0,Absolute rubbish!,This productvis not fullfiling my needs,Printer
325,4.0,Four Stars,Good printer. But the printing cost is to high.,Printer
326,1.0,Worthless,This product are not bad ok,Printer
327,2.0,Could be way better,Nice Product bat cartej in ot avelebal in is not good,Printer
328,2.0,Good,Bad one.. Dont buy..scaning is stopped now,Printer
329,3.0,Nice,"After using from 1 year not problem at,but after print the 30 pages cartridge is exhaust.",Printer
330,1.0,Did not meet expectations,Don't buy cartiage gets over very fast,Printer
331,1.0,Hated it!,Waste product dont buy,Printer
332,5.0,Best in the market!,Excellent Product,Printer
333,1.0,Waste of money!,Didn't contact with mobile,Printer
334,4.0,Worth the money,gud deal @1999 ..happy with the item...,Printer
335,3.0,Good but nothing fancy,Quality is good. But ink cartridges price is very high. Print quality is OK OK.,Printer
336,5.0,Must buy!,Fast service good,Printer
337,3.0,Just okay,Best in terms of price,Printer
338,1.0,Don't waste your money,Not working properly! Function problem.,Printer
339,3.0,Decent product,Good but cartidage is so I expensive,Printer
340,1.0,Hated it!,best quality... nice piece...,Printer
341,2.0,Expected a better product,Ink leakage problem,Printer
342,3.0,Fair,Product is as per specified..but the packaging wasn't that good..may be the handling in transportation was bad.. corners of the packaging was totally broken...but it was okay. Product wasn't damage at all.,Printer
343,1.0,Useless product,very bad return policy,Printer
344,3.0,Does the job,Printer is good but I will take lots of inks to take a paper.,Printer
345,4.0,Nice product,Nice e,Printer
346,4.0,Delightful,5 star for hp and only one star for flipkart packaging. It was worst. No outside cover. As usual flipkart is like a sloth to deliver.,Printer
347,4.0,Good choice,software is just complicated ... rest is ok. nice print indeed...,Printer
348,4.0,Wonderful,print quality is good and nice quality of the printer,Printer
349,5.0,Value for money printer,Very nice at this price,Printer
350,5.0,Simply awesome,Op printer in the world,Printer
351,4.0,Really Nice,Super print 5000 copy,Printer
352,5.0,Highly recommended,Owesome product,Printer
353,5.0,Brilliant,buy 1900,Printer
354,5.0,Best in the market!,Happy👌,Printer
355,1.0,Worst experience ever!,VERY BAD,Printer
356,3.0,Cartridge,Can U suggest me that how can i get the cartridges for this printer? I am new user of Printer. so i dont know how to get the ink cartridges. so please help me out .. @flipkart and reviewers,Printer
357,1.0,Very poor,by using two to three months its getting problems...,Printer
358,5.0,Super!,It is the best printer....❤,Printer
359,5.0,Super!,All good,Printer
360,2.0,Moderate,Very Very Bad,Printer
361,4.0,Good choice,"Delivery 4/5
Packaging 4/5
Product 4/5

Overall 4/5",Printer
362,1.0,Worthless,This product is not good,Printer
363,1.0,Awesome,top,Printer
364,5.0,Excellent,It's a very good,Printer
365,5.0,good,Ha good scanner,Printer
366,5.0,Perfect product!,Quality is good?,Printer
367,5.0,Simply awesome,Very nice product,Printer
368,5.0,Wonderful,very good printer..,Printer
369,2.0,Could be way better,Printer is good but scanning Time and ink cost is headache,Printer
370,1.0,Not recommended at all,very bad product and bad experience,Printer
371,3.0,Good,Ink cartridge provided with it could not print even 60 black prints had to buy a refill ink .So if you have thought to buy remember to include the cost of the ink as well as the ink won't last long well the print quality is appreciable and good enough for home use .,Printer
372,4.0,nice one,let us use first n after that will post review,Printer
373,1.0,Unsatisfactory,Cartridges problem filling problem,Printer
374,3.0,ok,"good for home use,
cost of cartridge high,non refill ,
approx 50-60 prints only.easy operating
oooooooooookay",Printer
375,1.0,Unsatisfactory,Bad machine...,Printer
376,1.0,Worthless,Defective piece,Printer
377,4.0,Very Good,Installed it few days back works fine in all respects also very smooth & quiet. Regards,Printer
378,1.0,Absolute rubbish!,don't buy this,Printer
379,4.0,Value-for-money,Good one.,Printer
380,4.0,Wonderful,nys but not installed in my pc,Printer
381,1.0,Did not meet expectations,very expensive,Printer
382,2.0,Expected a better product,Inkjet problems,Printer
383,1.0,Useless product,bro don't buy it it's very vaste,Printer
384,1.0,Terrible product,Ok but the cadridge has been completely very fastly,Printer
385,5.0,Excellent,Worth Bying,Printer
386,4.0,Delightful,Good looking price for printer,Printer
387,3.0,Does the job,Good & best price,Printer
388,4.0,Very Good,user friendly,Printer
389,4.0,Good choice,"Awsm product at cheapest price thank u flipkart , it is best in all shopping karts",Printer
390,4.0,Nice product,"Good product, lot of features. Both print and scan quality is amazing.",Printer
391,1.0,Useless product,It is local it is not working now,Printer
392,5.0,Wonderful,It's really worth,Printer
393,3.0,Fair,"this print quality of this printer is average. I got it for 2700 rupee.
If you refill the cartridge then it will be worth buying otherwise you'll have to change cartridges ,which is way more expensive.",Printer
394,4.0,Worth the money,Nice printer. Best thing about it is how easy it is to load Ink. Setup is easy too but feels lengthy if you're setting up a printer for the first time. Scanner and copier are a nice addition. One-button copies are available for b/w and colour. I haven't used it for long but I'll update this review after observing it for a while.,Printer
395,4.0,canon pixma MG2470,"good and product delivery also given in one day. good to use this canon MG 2470 printer, easy to install software in laptop and easy to carry printer .",Printer
396,2.0,Bad quality,best of money,Printer
397,1.0,Hated it!,Cheated product,Printer
398,5.0,Worth every penny,Nice quality,Printer
399,2.0,Not good,Ink Catridge exhaust very fast and ink catridge price very very high.,Printer
400,4.0,Worth the money,No more ink,Printer
401,4.0,Nice product,Nice. good quality printer from canon..,Printer
402,5.0,Fabulous!,nice product i like flipkart,Printer
403,1.0,Useless product,Excellent product,Printer
404,1.0,Terrible product,Not working properly,Printer
405,1.0,Worst experience ever!,Rost product,Printer
406,5.0,Simply awesome,Nice pinter,Printer
407,4.0,Nice product,"I am writing this review after 4 years of use. The printer worked fine for whole 4 years. Easy to scan and xerox. Print quality is good.
Cartidge is costly.
After using for 4.5 years, it is showing some software error. Canon Service Centre is asking for 2500/- (same as the printer price) to reset the processor IC of the printer. Hence I placed an order for a new one again from Flipkart.",Printer
408,1.0,Not recommended at all,Not but my friend say that isn't ok,Printer
409,5.0,Great product,gd in product,Printer
